filename,DEPTH,P-VEL,S-VEL,DENS,QP,QS,number_of_layers
s2012BRAWLE02WEIx.fsp,0.9,2.79,1.23,1.8,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.0,2.9,1.33,1.84,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.1,3.01,1.42,1.88,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.2,3.12,1.52,1.92,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.3,3.23,1.61,1.96,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.4,3.34,1.71,2.0,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.5,3.45,1.8,2.04,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.6,3.56,1.9,2.08,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.7,3.67,1.99,2.12,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.8,3.78,2.09,2.16,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,1.9,3.89,2.18,2.2,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,2.0,4.0,2.2,2.24,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,2.35,4.15,2.3,2.26,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,2.7,4.3,2.4,2.28,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,3.05,4.45,2.49,2.3,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,3.4,4.6,2.59,2.32,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,3.75,4.75,2.69,2.34,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,4.1,4.9,2.79,2.36,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,4.45,5.05,2.89,2.38,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,4.8,5.2,2.98,2.4,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,5.15,5.35,3.08,2.42,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,5.5,5.5,3.18,2.44,800.0,300.0,37
s2012BRAWLE02WEIx.fsp,7.6,5.66,3.27,2.49,800.0,300.0,37
s2012BRAWLE02WEIx.fsp,9.7,5.82,3.36,2.54,800.0,300.0,37
s2012BRAWLE02WEIx.fsp,11.8,5.98,3.46,2.58,800.0,300.0,37
s2012BRAWLE02WEIx.fsp,13.9,6.14,3.55,2.63,800.0,300.0,37
s2012BRAWLE02WEIx.fsp,16.0,6.7,3.87,2.8,800.0,300.0,37
s2012BRAWLE02WEIx.fsp,32.0,7.8,4.5,3.0,800.0,300.0,37
s2012MASSET01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2012MASSET01HAYE.fsp,0.18,2.3,1.2,2.2,1000.0,500.0,8
s2012MASSET01HAYE.fsp,1.68,3.2,1.6,2.3,1000.0,500.0,8
s2012MASSET01HAYE.fsp,2.18,6.0,3.4,2.7,1000.0,500.0,8
s2012MASSET01HAYE.fsp,12.18,6.6,3.7,2.9,1000.0,500.0,8
s2012MASSET01HAYE.fsp,22.18,7.2,4.0,3.1,1000.0,500.0,8
s2012MASSET01HAYE.fsp,30.18,8.08,4.47,3.38,1200.0,500.0,8
s2012MASSET01HAYE.fsp,226.18,8.59,4.66,3.45,360.0,140.0,8
s2012MASSET01WEIx.fsp,0.0,5.0,2.5,2.6,1400.0,600.0,6
s2012MASSET01WEIx.fsp,4.19,5.0,2.5,2.6,1400.0,600.0,6
s2012MASSET01WEIx.fsp,5.89,6.6,3.65,2.9,1400.0,600.0,6
s2012MASSET01WEIx.fsp,8.19,7.1,3.9,3.05,1400.0,600.0,6
s2012MASSET01WEIx.fsp,10.69,8.09,4.48,3.38,1200.0,500.0,6
s2012MASSET01WEIx.fsp,75.89,8.05,4.46,3.37,1200.0,500.0,6
s2012OAXACA02HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2012OAXACA02HAYE.fsp,0.5,6.0,3.5,2.7,1000.0,500.0,6
s2012OAXACA02HAYE.fsp,11.0,6.6,3.7,2.9,1000.0,500.0,6
s2012OAXACA02HAYE.fsp,22.0,7.2,4.0,3.1,1000.0,500.0,6
s2012OAXACA02HAYE.fsp,34.0,8.08,4.47,3.38,1200.0,500.0,6
s2012OAXACA02HAYE.fsp,230.0,8.59,4.66,3.45,360.0,140.0,6
s2012OFFSHO02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2012OFFSHO02HAYE.fsp,0.76,2.3,1.1,2.2,1000.0,500.0,8
s2012OFFSHO02HAYE.fsp,2.26,3.2,1.6,2.3,1000.0,500.0,8
s2012OFFSHO02HAYE.fsp,2.76,6.0,3.4,2.7,1000.0,500.0,8
s2012OFFSHO02HAYE.fsp,9.76,6.6,3.7,2.9,1000.0,500.0,8
s2012OFFSHO02HAYE.fsp,16.76,7.2,4.0,3.05,1000.0,500.0,8
s2012OFFSHO02HAYE.fsp,23.76,8.08,4.47,3.38,1200.0,500.0,8
s2012OFFSHO02HAYE.fsp,219.76,8.59,4.66,3.45,360.0,140.0,8
s2012SUMATR01WEIx.fsp,0.0,4.4,2.51,2.0,400.0,200.0,5
s2012SUMATR01WEIx.fsp,4.0,6.0,3.46,2.6,600.0,300.0,5
s2012SUMATR01WEIx.fsp,14.0,6.7,3.87,2.9,800.0,400.0,5
s2012SUMATR01WEIx.fsp,30.0,7.7,4.5,3.3,800.0,400.0,5
s2012SUMATR01WEIx.fsp,42.5,7.7,4.5,3.3,800.0,400.0,5
s2012SUMATR04HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2012SUMATR04HAYE.fsp,4.19,2.3,1.1,2.2,1000.0,500.0,8
s2012SUMATR04HAYE.fsp,5.69,3.2,1.6,2.3,1000.0,500.0,8
s2012SUMATR04HAYE.fsp,6.19,5.0,2.5,2.6,1000.0,500.0,8
s2012SUMATR04HAYE.fsp,7.89,6.6,3.65,2.9,1000.0,500.0,8
s2012SUMATR04HAYE.fsp,10.19,7.1,3.9,3.05,1000.0,500.0,8
s2012SUMATR04HAYE.fsp,12.69,8.08,4.47,3.38,1200.0,500.0,8
s2012SUMATR04HAYE.fsp,208.69,8.59,4.66,3.45,360.0,140.0,8
s2012SUMATR05HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2012SUMATR05HAYE.fsp,4.19,2.3,1.1,2.2,1000.0,500.0,8
s2012SUMATR05HAYE.fsp,5.69,3.2,1.6,2.3,1000.0,500.0,8
s2012SUMATR05HAYE.fsp,6.19,5.0,2.5,2.6,1000.0,500.0,8
s2012SUMATR05HAYE.fsp,7.89,6.6,3.65,2.9,1000.0,500.0,8
s2012SUMATR05HAYE.fsp,10.19,7.1,3.9,3.05,1000.0,500.0,8
s2012SUMATR05HAYE.fsp,12.69,8.08,4.47,3.38,1200.0,500.0,8
s2012SUMATR05HAYE.fsp,208.69,8.59,4.66,3.45,360.0,140.0,8
s2012SUMATR06HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2012SUMATR06HAYE.fsp,4.19,2.3,1.1,2.2,1000.0,500.0,8
s2012SUMATR06HAYE.fsp,5.69,3.2,1.6,2.3,1000.0,500.0,8
s2012SUMATR06HAYE.fsp,6.19,5.0,2.5,2.6,1000.0,500.0,8
s2012SUMATR06HAYE.fsp,7.89,6.6,3.65,2.9,1000.0,500.0,8
s2012SUMATR06HAYE.fsp,10.19,7.1,3.9,3.05,1000.0,500.0,8
s2012SUMATR06HAYE.fsp,12.69,8.08,4.47,3.38,1200.0,500.0,8
s2012SUMATR06HAYE.fsp,208.69,8.59,4.66,3.45,360.0,140.0,8
s2013ALASKA01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2013ALASKA01HAYE.fsp,1.81,2.1,1.0,2.1,1000.0,500.0,7
s2013ALASKA01HAYE.fsp,2.81,6.0,3.4,2.7,1000.0,500.0,7
s2013ALASKA01HAYE.fsp,9.81,6.6,3.7,2.9,1000.0,500.0,7
s2013ALASKA01HAYE.fsp,16.81,7.2,4.0,3.05,1000.0,500.0,7
s2013ALASKA01HAYE.fsp,23.81,8.08,4.47,3.38,1200.0,500.0,7
s2013ALASKA01HAYE.fsp,219.81,8.59,4.66,3.45,360.0,140.0,7
s2013FIJIIS01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2013FIJIIS01HAYE.fsp,2.1,1.8,0.8,1.7,1000.0,500.0,8
s2013FIJIIS01HAYE.fsp,2.2,5.0,2.5,2.6,1000.0,500.0,8
s2013FIJIIS01HAYE.fsp,4.9,6.6,3.65,2.9,1000.0,500.0,8
s2013FIJIIS01HAYE.fsp,8.2,7.1,3.9,3.05,1000.0,500.0,8
s2013FIJIIS01HAYE.fsp,12.7,8.08,4.47,3.38,1200.0,500.0,8
s2013FIJIIS01HAYE.fsp,208.7,8.59,4.66,3.45,360.0,140.0,8
s2013FIJIIS01HAYE.fsp,244.7,8.73,4.71,3.49,370.0,140.0,8
s2013KHASHI01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2013KHASHI01HAYE.fsp,0.5,6.1,3.5,2.75,1000.0,500.0,6
s2013KHASHI01HAYE.fsp,18.5,6.3,3.6,2.8,1000.0,500.0,6
s2013KHASHI01HAYE.fsp,34.5,7.2,4.0,3.1,1000.0,500.0,6
s2013KHASHI01HAYE.fsp,43.0,8.08,4.47,3.38,1200.0,500.0,6
s2013KHASHI01HAYE.fsp,239.0,8.59,4.66,3.45,360.0,140.0,6
s2013SANTAC01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2013SANTAC01HAYE.fsp,3.79,1.8,0.8,1.7,1000.0,500.0,7
s2013SANTAC01HAYE.fsp,3.89,5.0,2.5,2.6,1000.0,500.0,7
s2013SANTAC01HAYE.fsp,6.59,6.6,3.65,2.9,1000.0,500.0,7
s2013SANTAC01HAYE.fsp,9.89,7.1,3.9,3.05,1000.0,500.0,7
s2013SANTAC01HAYE.fsp,14.39,8.08,4.47,3.38,1200.0,500.0,7
s2013SANTAC01HAYE.fsp,210.39,8.59,4.66,3.45,360.0,140.0,7
s2013SCOTIA02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2013SCOTIA02HAYE.fsp,1.46,1.9,0.9,1.9,1000.0,500.0,7
s2013SCOTIA02HAYE.fsp,1.96,5.0,2.5,2.6,1000.0,500.0,7
s2013SCOTIA02HAYE.fsp,4.66,6.6,3.65,2.9,1000.0,500.0,7
s2013SCOTIA02HAYE.fsp,7.96,7.1,3.9,3.05,1000.0,500.0,7
s2013SCOTIA02HAYE.fsp,12.46,8.08,4.47,3.38,1200.0,500.0,7
s2013SCOTIA02HAYE.fsp,208.46,8.59,4.66,3.45,360.0,140.0,7
s20142014SO01GALL.fsp,25.0,7.83,4.52,3.26,600.0,300.0,8
s20142014SO01GALL.fsp,17.0,6.89,3.98,3.0,600.0,300.0,8
s20142014SO01GALL.fsp,8.0,6.21,3.4,2.68,600.0,300.0,8
s20142014SO01GALL.fsp,5.0,6.21,3.4,2.68,600.0,300.0,8
s20142014SO01GALL.fsp,4.0,5.51,3.18,2.58,600.0,300.0,8
s20142014SO01GALL.fsp,3.0,4.8,2.78,2.58,600.0,300.0,8
s20142014SO01GALL.fsp,1.0,4.5,2.4,2.28,600.0,300.0,8
s20142014SO01GALL.fsp,0.0,3.2,1.5,2.28,600.0,300.0,8
s2014OFFCOA01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2014OFFCOA01HAYE.fsp,0.76,2.3,1.1,2.2,1000.0,500.0,8
s2014OFFCOA01HAYE.fsp,2.26,3.2,1.6,2.3,1000.0,500.0,8
s2014OFFCOA01HAYE.fsp,2.76,6.0,3.4,2.7,1000.0,500.0,8
s2014OFFCOA01HAYE.fsp,9.76,6.6,3.7,2.9,1000.0,500.0,8
s2014OFFCOA01HAYE.fsp,16.76,7.2,4.0,3.05,1000.0,500.0,8
s2014OFFCOA01HAYE.fsp,23.76,8.08,4.47,3.38,1200.0,500.0,8
s2014OFFCOA01HAYE.fsp,219.76,8.59,4.66,3.45,360.0,140.0,8
s2014OFFCOA02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2014OFFCOA02HAYE.fsp,0.76,2.3,1.1,2.2,1000.0,500.0,8
s2014OFFCOA02HAYE.fsp,2.26,3.2,1.6,2.3,1000.0,500.0,8
s2014OFFCOA02HAYE.fsp,2.76,6.0,3.4,2.7,1000.0,500.0,8
s2014OFFCOA02HAYE.fsp,9.76,6.6,3.7,2.9,1000.0,500.0,8
s2014OFFCOA02HAYE.fsp,16.76,7.2,4.0,3.05,1000.0,500.0,8
s2014OFFCOA02HAYE.fsp,23.76,8.08,4.47,3.38,1200.0,500.0,8
s2014OFFCOA02HAYE.fsp,219.76,8.59,4.66,3.45,360.0,140.0,8
s2015GORKHA01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2015GORKHA01HAYE.fsp,0.5,6.0,3.5,2.7,1000.0,500.0,6
s2015GORKHA01HAYE.fsp,21.0,6.4,3.7,2.85,1000.0,500.0,6
s2015GORKHA01HAYE.fsp,43.0,7.1,3.9,3.1,1000.0,500.0,6
s2015GORKHA01HAYE.fsp,65.0,8.08,4.47,3.38,1200.0,500.0,6
s2015GORKHA01HAYE.fsp,261.0,8.59,4.66,3.45,360.0,140.0,6
s2015GORKHA01KOBA.fsp,0.0,2.5,1.2,2.1,408.0,240.0,5
s2015GORKHA01KOBA.fsp,0.5,6.0,3.5,2.7,680.0,400.0,5
s2015GORKHA01KOBA.fsp,21.0,6.4,3.7,2.85,680.0,400.0,5
s2015GORKHA01KOBA.fsp,43.0,7.1,3.9,3.1,850.0,500.0,5
s2015GORKHA01KOBA.fsp,65.0,8.0,4.6,3.45,850.0,500.0,5
s2015HINDUK01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,7
s2015HINDUK01HAYE.fsp,1.0,6.1,3.5,2.75,1000.0,500.0,7
s2015HINDUK01HAYE.fsp,21.0,6.3,3.6,2.8,1000.0,500.0,7
s2015HINDUK01HAYE.fsp,41.0,7.2,4.0,3.1,1000.0,500.0,7
s2015HINDUK01HAYE.fsp,50.0,8.08,4.47,3.38,1200.0,500.0,7
s2015HINDUK01HAYE.fsp,246.0,8.59,4.66,3.45,360.0,140.0,7
s2015HINDUK01HAYE.fsp,282.0,8.73,4.71,3.49,370.0,140.0,7
s2015ILLAPE01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,9
s2015ILLAPE01HAYE.fsp,2.0,2.5,1.2,2.1,1000.0,500.0,9
s2015ILLAPE01HAYE.fsp,3.0,4.65,2.4,2.4,1000.0,500.0,9
s2015ILLAPE01HAYE.fsp,8.0,5.5,2.7,2.6,1000.0,500.0,9
s2015ILLAPE01HAYE.fsp,13.0,6.7,3.2,2.9,1000.0,500.0,9
s2015ILLAPE01HAYE.fsp,19.0,7.55,4.1,3.2,1000.0,500.0,9
s2015ILLAPE01HAYE.fsp,25.0,8.2,4.7,3.38,1200.0,500.0,9
s2015ILLAPE01HAYE.fsp,33.0,8.3,4.77,3.4,1200.0,500.0,9
s2015ILLAPE01HAYE.fsp,236.0,8.59,4.66,3.45,360.0,140.0,9
s2015IRIANJ01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,7
s2015IRIANJ01HAYE.fsp,1.0,4.0,2.1,2.4,1000.0,500.0,7
s2015IRIANJ01HAYE.fsp,2.0,6.0,3.5,2.7,1000.0,500.0,7
s2015IRIANJ01HAYE.fsp,18.0,6.6,3.7,2.9,1000.0,500.0,7
s2015IRIANJ01HAYE.fsp,26.0,7.2,4.0,3.05,1000.0,500.0,7
s2015IRIANJ01HAYE.fsp,35.0,8.08,4.47,3.38,1200.0,500.0,7
s2015IRIANJ01HAYE.fsp,231.0,8.59,4.66,3.45,360.0,140.0,7
s2015NEPALx01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,7
s2015NEPALx01HAYE.fsp,1.0,4.0,2.1,2.4,1000.0,500.0,7
s2015NEPALx01HAYE.fsp,3.0,6.1,3.5,2.75,1000.0,500.0,7
s2015NEPALx01HAYE.fsp,23.0,6.3,3.6,2.8,1000.0,500.0,7
s2015NEPALx01HAYE.fsp,43.0,7.2,4.0,3.1,1000.0,500.0,7
s2015NEPALx01HAYE.fsp,53.0,8.08,4.47,3.38,1200.0,500.0,7
s2015NEPALx01HAYE.fsp,249.0,8.59,4.66,3.45,360.0,140.0,7
s2015NEWBRI02HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2015NEWBRI02HAYE.fsp,0.7,6.0,3.5,2.7,1000.0,500.0,6
s2015NEWBRI02HAYE.fsp,15.0,6.6,3.7,2.9,1000.0,500.0,6
s2015NEWBRI02HAYE.fsp,24.0,7.2,4.0,3.05,1000.0,500.0,6
s2015NEWBRI02HAYE.fsp,35.0,8.08,4.47,3.38,1200.0,500.0,6
s2015NEWBRI02HAYE.fsp,231.0,8.59,4.66,3.45,360.0,140.0,6
s2015NORTHE01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2015NORTHE01HAYE.fsp,3.1,1.8,0.8,1.7,1000.0,500.0,7
s2015NORTHE01HAYE.fsp,3.17,5.0,2.5,2.6,1000.0,500.0,7
s2015NORTHE01HAYE.fsp,4.88,6.6,3.65,2.9,1000.0,500.0,7
s2015NORTHE01HAYE.fsp,7.17,7.1,3.9,3.05,1000.0,500.0,7
s2015NORTHE01HAYE.fsp,9.68,8.08,4.47,3.38,1200.0,500.0,7
s2015NORTHE01HAYE.fsp,205.68,8.59,4.66,3.45,360.0,140.0,7
s2015SOLOMO01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2015SOLOMO01HAYE.fsp,2.92,2.2,1.1,2.2,1000.0,500.0,7
s2015SOLOMO01HAYE.fsp,3.92,5.0,2.5,2.6,1000.0,500.0,7
s2015SOLOMO01HAYE.fsp,6.62,6.6,3.65,2.9,1000.0,500.0,7
s2015SOLOMO01HAYE.fsp,9.92,7.1,3.9,3.05,1000.0,500.0,7
s2015SOLOMO01HAYE.fsp,14.42,8.08,4.47,3.38,1200.0,500.0,7
s2015SOLOMO01HAYE.fsp,210.42,8.59,4.66,3.45,360.0,140.0,7
s2015SOLOMO02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2015SOLOMO02HAYE.fsp,2.92,2.2,1.1,2.2,1000.0,500.0,7
s2015SOLOMO02HAYE.fsp,3.92,5.0,2.5,2.6,1000.0,500.0,7
s2015SOLOMO02HAYE.fsp,6.62,6.6,3.65,2.9,1000.0,500.0,7
s2015SOLOMO02HAYE.fsp,9.92,7.1,3.9,3.05,1000.0,500.0,7
s2015SOLOMO02HAYE.fsp,14.42,8.08,4.47,3.38,1200.0,500.0,7
s2015SOLOMO02HAYE.fsp,210.42,8.59,4.66,3.45,360.0,140.0,7
s2015SOUTHE01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2015SOUTHE01HAYE.fsp,3.69,1.8,0.8,1.7,1000.0,500.0,7
s2015SOUTHE01HAYE.fsp,3.76,5.0,2.5,2.6,1000.0,500.0,7
s2015SOUTHE01HAYE.fsp,5.46,6.6,3.65,2.9,1000.0,500.0,7
s2015SOUTHE01HAYE.fsp,7.76,7.1,3.9,3.05,1000.0,500.0,7
s2015SOUTHE01HAYE.fsp,10.26,8.08,4.47,3.38,1200.0,500.0,7
s2015SOUTHE01HAYE.fsp,206.26,8.59,4.66,3.45,360.0,140.0,7
s2016AMATRI01PIZZ.fsp,0.0,3.0,1.7,2.5,200.0,100.0,6
s2016AMATRI01PIZZ.fsp,1.0,4.83,2.6,2.84,400.0,200.0,6
s2016AMATRI01PIZZ.fsp,2.0,5.76,3.1,2.94,400.0,200.0,6
s2016AMATRI01PIZZ.fsp,5.0,6.51,3.5,3.15,400.0,200.0,6
s2016AMATRI01PIZZ.fsp,27.0,7.0,3.8,3.26,600.0,300.0,6
s2016AMATRI01PIZZ.fsp,42.0,7.8,4.2,3.5,800.0,400.0,6
s2016ASCENS01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016ASCENS01HAYE.fsp,3.8,1.8,0.8,1.7,1000.0,500.0,7
s2016ASCENS01HAYE.fsp,3.87,5.0,2.5,2.6,1000.0,500.0,7
s2016ASCENS01HAYE.fsp,5.57,6.6,3.65,2.9,1000.0,500.0,7
s2016ASCENS01HAYE.fsp,7.87,7.1,3.9,3.05,1000.0,500.0,7
s2016ASCENS01HAYE.fsp,10.37,8.08,4.47,3.38,1200.0,500.0,7
s2016ASCENS01HAYE.fsp,206.37,8.59,4.66,3.45,360.0,140.0,7
s2016CHILES01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2016CHILES01HAYE.fsp,1.0,6.0,3.4,2.7,1000.0,500.0,6
s2016CHILES01HAYE.fsp,11.0,6.6,3.7,2.9,1000.0,500.0,6
s2016CHILES01HAYE.fsp,22.0,7.2,4.0,3.1,1000.0,500.0,6
s2016CHILES01HAYE.fsp,32.0,8.08,4.47,3.38,1200.0,500.0,6
s2016CHILES01HAYE.fsp,228.0,8.59,4.66,3.45,360.0,140.0,6
s2016KAMCHA01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2016KAMCHA01HAYE.fsp,0.5,6.0,3.5,2.7,1000.0,500.0,6
s2016KAMCHA01HAYE.fsp,11.0,6.6,3.7,2.9,1000.0,500.0,6
s2016KAMCHA01HAYE.fsp,22.0,7.2,4.0,3.1,1000.0,500.0,6
s2016KAMCHA01HAYE.fsp,34.0,8.08,4.47,3.38,1200.0,500.0,6
s2016KAMCHA01HAYE.fsp,230.0,8.59,4.66,3.45,360.0,140.0,6
s2016KAMCHA02HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2016KAMCHA02HAYE.fsp,0.5,6.0,3.5,2.7,1000.0,500.0,6
s2016KAMCHA02HAYE.fsp,11.0,6.6,3.7,2.9,1000.0,500.0,6
s2016KAMCHA02HAYE.fsp,22.0,7.2,4.0,3.1,1000.0,500.0,6
s2016KAMCHA02HAYE.fsp,34.0,8.08,4.47,3.38,1200.0,500.0,6
s2016KAMCHA02HAYE.fsp,230.0,8.59,4.66,3.45,360.0,140.0,6
s2016KUMAMO01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2016KUMAMO01HAYE.fsp,1.0,6.0,3.4,2.7,1000.0,500.0,6
s2016KUMAMO01HAYE.fsp,11.0,6.6,3.7,2.9,1000.0,500.0,6
s2016KUMAMO01HAYE.fsp,21.0,7.2,4.0,3.1,1000.0,500.0,6
s2016KUMAMO01HAYE.fsp,31.0,8.08,4.47,3.38,1200.0,500.0,6
s2016KUMAMO01HAYE.fsp,227.0,8.59,4.66,3.45,360.0,140.0,6
s2016LOYALT01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016LOYALT01HAYE.fsp,3.98,1.8,0.8,1.7,1000.0,500.0,7
s2016LOYALT01HAYE.fsp,4.05,5.0,2.5,2.6,1000.0,500.0,7
s2016LOYALT01HAYE.fsp,5.75,6.6,3.65,2.9,1000.0,500.0,7
s2016LOYALT01HAYE.fsp,8.05,7.1,3.9,3.05,1000.0,500.0,7
s2016LOYALT01HAYE.fsp,10.55,8.08,4.47,3.38,1200.0,500.0,7
s2016LOYALT01HAYE.fsp,206.55,8.59,4.66,3.45,360.0,140.0,7
s2016MARIAN01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,9
s2016MARIAN01HAYE.fsp,3.33,1.8,0.8,1.7,1000.0,500.0,9
s2016MARIAN01HAYE.fsp,3.4,5.0,2.5,2.6,1000.0,500.0,9
s2016MARIAN01HAYE.fsp,5.09,6.6,3.65,2.9,1000.0,500.0,9
s2016MARIAN01HAYE.fsp,7.39,7.1,3.9,3.05,1000.0,500.0,9
s2016MARIAN01HAYE.fsp,9.89,8.08,4.47,3.38,1200.0,500.0,9
s2016MARIAN01HAYE.fsp,205.9,8.59,4.66,3.45,360.0,140.0,9
s2016MARIAN01HAYE.fsp,241.9,8.73,4.71,3.49,370.0,140.0,9
s2016MARIAN01HAYE.fsp,349.89,8.87,4.76,3.53,370.0,140.0,9
s2016MARIAN02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,9
s2016MARIAN02HAYE.fsp,3.33,1.8,0.8,1.7,1000.0,500.0,9
s2016MARIAN02HAYE.fsp,3.4,5.0,2.5,2.6,1000.0,500.0,9
s2016MARIAN02HAYE.fsp,5.09,6.6,3.65,2.9,1000.0,500.0,9
s2016MARIAN02HAYE.fsp,7.39,7.1,3.9,3.05,1000.0,500.0,9
s2016MARIAN02HAYE.fsp,9.89,8.08,4.47,3.38,1200.0,500.0,9
s2016MARIAN02HAYE.fsp,205.9,8.59,4.66,3.45,360.0,140.0,9
s2016MARIAN02HAYE.fsp,241.9,8.73,4.71,3.49,370.0,140.0,9
s2016MARIAN02HAYE.fsp,349.89,8.87,4.76,3.53,370.0,140.0,9
s2016NEARCO01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2016NEARCO01HAYE.fsp,1.0,6.0,3.4,2.7,1000.0,500.0,6
s2016NEARCO01HAYE.fsp,11.0,6.6,3.7,2.9,1000.0,500.0,6
s2016NEARCO01HAYE.fsp,22.0,7.2,4.0,3.1,1000.0,500.0,6
s2016NEARCO01HAYE.fsp,32.0,8.08,4.47,3.38,1200.0,500.0,6
s2016NEARCO01HAYE.fsp,228.0,8.59,4.66,3.45,360.0,140.0,6
s2016NORCIA01PIZZ.fsp,0.0,3.0,1.7,2.5,200.0,100.0,6
s2016NORCIA01PIZZ.fsp,1.0,4.83,2.6,2.84,400.0,200.0,6
s2016NORCIA01PIZZ.fsp,2.0,5.76,3.1,2.94,400.0,200.0,6
s2016NORCIA01PIZZ.fsp,5.0,6.51,3.5,3.15,400.0,200.0,6
s2016NORCIA01PIZZ.fsp,27.0,7.0,3.8,3.26,600.0,300.0,6
s2016NORCIA01PIZZ.fsp,42.0,7.8,4.2,3.5,800.0,400.0,6
s2016OFFE.C01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016OFFE.C01HAYE.fsp,2.23,2.1,1.0,2.1,1000.0,500.0,7
s2016OFFE.C01HAYE.fsp,2.48,6.0,3.4,2.7,1000.0,500.0,7
s2016OFFE.C01HAYE.fsp,9.48,6.6,3.7,2.9,1000.0,500.0,7
s2016OFFE.C01HAYE.fsp,16.48,7.2,4.0,3.05,1000.0,500.0,7
s2016OFFE.C01HAYE.fsp,23.48,8.08,4.47,3.38,1200.0,500.0,7
s2016OFFE.C01HAYE.fsp,219.48,8.59,4.66,3.45,360.0,140.0,7
s2016SOLOMO01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016SOLOMO01HAYE.fsp,3.19,2.1,1.0,2.1,1000.0,500.0,7
s2016SOLOMO01HAYE.fsp,3.44,6.0,3.4,2.7,1000.0,500.0,7
s2016SOLOMO01HAYE.fsp,10.44,6.6,3.7,2.9,1000.0,500.0,7
s2016SOLOMO01HAYE.fsp,17.44,7.2,4.0,3.05,1000.0,500.0,7
s2016SOLOMO01HAYE.fsp,24.44,8.08,4.47,3.38,1200.0,500.0,7
s2016SOLOMO01HAYE.fsp,220.44,8.59,4.66,3.45,360.0,140.0,7
s2016SOUTHG01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016SOUTHG01HAYE.fsp,4.67,1.8,0.8,1.7,1000.0,500.0,7
